SMILES,site1,site2,BDE_DFT,Exptl.BDE,type
CCCCOc1ccc(O)cc1,9,9,84.0818625,83.1,O-H
COc1cc(C)c(O)c(C)c1C,7,7,80.0407625,79.2,O-H
Cc1nc(C)c(O)c(N(C)C)n1,6,6,73.077395,78.16,O-H
O=C(O)c1cc(O)c(O)c(O)c1,8,8,77.602925,83,O-H
Oc1ccccc1c2ccccc2,0,0,84.698695,86.5,O-H
Oc2ccc(c1ccccc1)cc2,0,0,85.5113075,88.1,O-H
Oc1ccccc1Br,0,0,89.3465875,86.5,O-H
Oc1ccc(Br)cc1,0,0,83.8923575,89,O-H
Oc1cc(Cl)c(O)cc1Cl,0,0,84.2450125,86.6,O-H
Cc1cc(C)c(O)c(C(C)(C)C)c1,6,6,80.38777,85,O-H
Cc1cc(O)cc(C)c1C(=O)O,4,4,88.8144675,83.7,O-H
COc1c(C)c(C)c(O)c(C)c1C,8,8,81.02531,81.8,O-H
COc1ccc(O)c(C(C)(C)C)c1,6,6,75.54598,82.1,O-H
Oc2cccc3c1ccccc1Cc23,0,0,86.586215,82,O-H
Oc1ccc3c(c1)Cc2ccccc23,0,0,83.63571,80.9,O-H
Oc1c(F)c(F)c(F)c(F)c1F,0,0,82.9053,85.5,O-H
COc1c(O)cc(C)c(O)c1OC,4,4,79.349885,82.5,O-H
COc1cc(OC)c(O)c(OC)c1,8,8,78.581825,78.9,O-H
Oc2ccc(Cc1ccccc1)cc2,0,0,85.94491,85.1,O-H
Oc2ccc(Nc1ccccc1)cc2,0,0,79.80294,81.1,O-H
Oc1ccccc1c2ccccc2O,0,0,84.79784,88.9,O-H
Oc2ccc(c1ccc(O)cc1)cc2,0,0,84.8737675,83.4,O-H
CC1=CC(C)(C)Nc2ccc(O)cc12,11,11,76.6372025,80.8,O-H
CC1=CC(C)(C)Nc2c(O)cccc12,9,9,73.539235,78.8,O-H
CC2CC(C)(C)Nc1c(O)cccc12,9,9,70.497115,78.7,O-H
Cc2c(C)c1OCCCc1c(C)c2O,13,13,76.583865,79.1,O-H
COc1c(O)cccc1/C=C/C(=O)O,4,4,81.4099675,81.9,O-H
COc1ccc(/C=C/C(=O)O)cc1O,13,13,83.9877375,83.6,O-H
Oc2cccc3ccc1ccccc1c23,0,0,81.5605675,85.1,O-H
Oc1cccc3c1ccc2ccccc23,0,0,82.2985075,84.8,O-H
Oc3ccc2ccc1ccccc1c2c3,0,0,84.7520325,86.6,O-H
Oc3ccc2c(ccc1ccccc12)c3,0,0,85.83698,87.7,O-H
Oc1c(Cl)cc(Cl)cc1Cl,0,0,86.141945,85.8,O-H
Oc1cc(Cl)c(Cl)c(Cl)c1,0,0,88.1857125,91.4,O-H
O=C(c1ccccc1)c2ccc(O)cc2,12,12,88.90922,90.8,O-H
COc1cc(O)c(OC)c(OC)c1C,5,5,80.55594,83.4,O-H
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,7,7,86.285015,86.6,O-H
COC(=O)/C=C/c1ccc(O)c(OC)c1,10,10,84.821685,83.5,O-H
Cc2c(C)c1SCCCc1c(C)c2O,13,13,75.1889325,79.5,O-H
CCCOC(=O)c1cc(O)c(O)c(O)c1,11,11,80.4988375,82.6,O-H
CS(=O)c1ccc(O)c(C(C)(C)C)c1,7,7,85.09402,81.6,O-H
Oc1ccc(I)cc1,0,0,84.06994,87.9,O-H
Cc2c(C)c1OC(C)(C)CCc1c(C)c2O,15,15,83.426125,79.2,O-H
Cc1cc(C(C)(C)C)c(O)cc1C(C)(C)C,9,9,82.2859575,80.7,O-H
Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,15,15,80.93997,85.1,O-H
Oc2ccc1cc(Br)ccc1c2,0,0,84.914555,88.5,O-H
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1O,15,15,,59.8,O-H
CC(C)(C)c1ccc(C(C)(C)C)c(O)c1O,15,15,72.5923375,81.1,O-H
CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1,7,7,75.288705,81.3,O-H
Cc1nc(C(C)(C)C)nc(C(C)(C)C)c1O,15,15,79.6674,84.1,O-H
CC(C)(C)c1cc(S(C)(=O)=O)ccc1O,14,14,84.587,81.7,O-H
Cc2c(O)c1ccccc1c3OC(C)(C)Cc23,3,3,70.4513075,75.4,O-H
CCc2cc1OC(C)(C)CCc1c(CC)c2O,16,16,77.0726875,79.7,O-H
Oc3ccc(Nc2ccc1ccccc1c2)cc3,0,0,79.1948925,80.2,O-H
CC(C)(C)c1ccc(O)c(SCCC#N)c1,8,8,82.8431775,86.3,O-H
Oc1ccc2ccc4c(O)ccc3CCc1c2c34,0,0,75.9820925,75.5,O-H
Cc2c(C)c1OC(C)(C(=O)O)Cc1c(C)c2O,16,16,76.4213425,79.8,O-H
Cc2c(C)c1SC(C)(C)CCc1c(C)c2O,15,15,75.2127775,79.7,O-H
Cc2c(C)c1SCCC(C)(C)c1c(C)c2O,15,15,76.3360025,78.8,O-H
Cc2c(C)c1OC(C)(CO)CCc1c(C)c2O,16,16,76.3523175,79.1,O-H
COC2(C)CCc1c(C)c(O)c(C)c(C)c1O2,10,10,76.4727975,80,O-H
COC(=O)/C=C/c1cc(OC)c(O)cc1OC,12,12,84.68991,81.2,O-H
COc2c(O)c1CC=C(O)Oc1c(O)c2OC,4,4,78.3138825,83.7,O-H
Cc2ccc(O)c(Sc1cc(C)ccc1O)c2,5,5,,84.2,O-H
Cc2c(C)c1OC(C)(C(=O)O)CCc1c(C)c2O,17,17,76.920205,78.6,O-H
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,8,8,78.6037875,80.8,O-H
CN(C)c1nc(C(C)(C)C)nc(C(C)(C)C)c1O,17,17,71.6812075,76.64,O-H
CSc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,5,5,83.3941225,82.2,O-H
COc1cc(C(C)(C)C)c(O)cc1C(C)(C)C,10,10,80.1135525,78,O-H
CSc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,10,10,71.80859,80.4,O-H
CSc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,16,16,82.49617,79.4,O-H
O=c2cc(c1ccccc1)oc3cc(O)cc(O)c23,14,14,90.86953,85.3,O-H
O=c2cc(c1ccccc1)oc3c(O)c(O)ccc23,13,13,83.6313175,79.6,O-H
CC(C)c2cc1OC(C)(C)CCc1c(C(C)C)c2O,18,18,71.88389,80.2,O-H
Cc1c(O)c(C(C)(C)C)c(C)c2OC(C)(C)CCc12,3,3,70.68411,79.5,O-H
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12,12,83.0075825,81.2,O-H
Cc2c(C)c1OC(C)(CC(=O)O)CCc1c(C)c2O,18,18,77.43601,79.7,O-H
